Model,Accuracy,Features
ExtraTrees,0.8071748878923767,"Pclass, Sex, Age, SibSp, Embarked"
ExtraTrees,0.8071748878923767,"Pclass, Sex, SibSp, Parch, Embarked"
ExtraTrees,0.8071748878923767,"Pclass, Sex, SibSp, Fare, Embarked"
ExtraTrees,0.8026905829596412,Sex
ExtraTrees,0.8026905829596412,"Pclass, Sex"
ExtraTrees,0.8026905829596412,"Sex, Embarked"
ExtraTrees,0.8026905829596412,"Sex, Age, SibSp"
ExtraTrees,0.8026905829596412,"Sex, Age, Parch"
ExtraTrees,0.8026905829596412,"Sex, SibSp, Embarked"
ExtraTrees,0.8026905829596412,"Sex, Parch, Embarked"
ExtraTrees,0.8026905829596412,"Sex, Age, SibSp, Fare, Embarked"
ExtraTrees,0.8026905829596412,"Sex, Age, Parch, Fare, Embarked"
ExtraTrees,0.8026905829596412,"Pclass, Sex, Age, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.7982062780269058,"Pclass, Sex, SibSp, Embarked"
ExtraTrees,0.7982062780269058,"Sex, Age, SibSp, Parch"
ExtraTrees,0.7982062780269058,"Sex, Age, Parch, Fare"
ExtraTrees,0.7937219730941704,"Pclass, Sex, Age, Parch"
ExtraTrees,0.7937219730941704,"Pclass, Sex, SibSp, Parch"
ExtraTrees,0.7937219730941704,"Pclass, Sex, Age, SibSp, Parch, Embarked"
ExtraTrees,0.7892376681614349,"Sex, Age"
ExtraTrees,0.7892376681614349,"Pclass, Sex, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.7847533632286996,"Sex, Age, Parch, Embarked"
ExtraTrees,0.7847533632286996,"Sex, SibSp, Fare, Embarked"
ExtraTrees,0.7847533632286996,"Sex, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.7802690582959642,"Sex, Age, Fare, Embarked"
ExtraTrees,0.7757847533632287,"Sex, Age, SibSp, Parch, Embarked"
ExtraTrees,0.7713004484304933,"Pclass, Age, Fare"
ExtraTrees,0.7713004484304933,"Pclass, Age, SibSp, Parch, Fare"
ExtraTrees,0.7668161434977578,"Pclass, Age, Parch, Fare"
ExtraTrees,0.7668161434977578,"Sex, Age, SibSp, Embarked"
ExtraTrees,0.7623318385650224,"Pclass, Parch"
ExtraTrees,0.7623318385650224,"Pclass, Parch, Embarked"
ExtraTrees,0.757847533632287,"Pclass, Parch, Fare"
ExtraTrees,0.7533632286995515,"Pclass, Age, SibSp, Fare"
ExtraTrees,0.7488789237668162,"Age, SibSp, Parch, Fare"
ExtraTrees,0.7443946188340808,"Sex, Age, Embarked"
ExtraTrees,0.7443946188340808,"Pclass, SibSp, Parch, Embarked"
ExtraTrees,0.7443946188340808,"Pclass, Parch, Fare, Embarked"
ExtraTrees,0.7399103139013453,"Pclass, SibSp"
ExtraTrees,0.7399103139013453,"Pclass, Age, Parch, Fare, Embarked"
ExtraTrees,0.7354260089686099,"Pclass, Fare"
ExtraTrees,0.7354260089686099,"Pclass, SibSp, Embarked"
ExtraTrees,0.7354260089686099,"Pclass, Age, Fare, Embarked"
ExtraTrees,0.7354260089686099,"Pclass, Age, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.726457399103139,Fare
ExtraTrees,0.726457399103139,"Pclass, Embarked"
ExtraTrees,0.726457399103139,"Age, SibSp, Fare"
ExtraTrees,0.726457399103139,"Pclass, SibSp, Parch, Fare"
ExtraTrees,0.7219730941704036,"Age, Fare"
ExtraTrees,0.7219730941704036,"Parch, Fare"
ExtraTrees,0.7219730941704036,"Pclass, SibSp, Fare"
ExtraTrees,0.7219730941704036,"Pclass, Fare, Embarked"
ExtraTrees,0.7219730941704036,"Pclass, Age, SibSp, Fare, Embarked"
ExtraTrees,0.7219730941704036,"Age, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.7174887892376681,"SibSp, Fare"
ExtraTrees,0.7174887892376681,"Pclass, SibSp, Parch, Fare, Embarked"
ExtraTrees,0.7130044843049327,"Fare, Embarked"
ExtraTrees,0.7130044843049327,"Pclass, Age, Parch"
ExtraTrees,0.7130044843049327,"Pclass, SibSp, Parch"
ExtraTrees,0.7130044843049327,"Pclass, Age, SibSp, Parch"
ExtraTrees,0.7085201793721974,"Parch, Fare, Embarked"
ExtraTrees,0.7085201793721974,"Age, SibSp, Fare, Embarked"
ExtraTrees,0.7040358744394619,"Pclass, Age, SibSp"
ExtraTrees,0.7040358744394619,"SibSp, Parch, Fare"
ExtraTrees,0.7040358744394619,"Pclass, SibSp, Fare, Embarked"
ExtraTrees,0.695067264573991,"Pclass, Age"
ExtraTrees,0.695067264573991,"Age, Parch, Fare"
ExtraTrees,0.695067264573991,"Age, Fare, Embarked"
ExtraTrees,0.695067264573991,"Pclass, Age, SibSp, Embarked"
ExtraTrees,0.695067264573991,"Age, SibSp, Parch, Embarked"
ExtraTrees,0.695067264573991,"Pclass, Age, SibSp, Parch, Embarked"
ExtraTrees,0.6905829596412556,"SibSp, Parch, Embarked"
ExtraTrees,0.6905829596412556,"SibSp, Fare, Embarked"
ExtraTrees,0.6905829596412556,"SibSp, Parch, Fare, Embarked"
ExtraTrees,0.6860986547085202,"Pclass, Age, Parch, Embarked"
ExtraTrees,0.6771300448430493,Pclass
ExtraTrees,0.6771300448430493,"Age, SibSp, Parch"
ExtraTrees,0.672645739910314,"Pclass, Age, Embarked"
ExtraTrees,0.6681614349775785,"SibSp, Parch"
ExtraTrees,0.6681614349775785,"SibSp, Embarked"
ExtraTrees,0.6681614349775785,"Age, Parch, Fare, Embarked"
ExtraTrees,0.6636771300448431,Age
ExtraTrees,0.6636771300448431,SibSp
ExtraTrees,0.6636771300448431,Embarked
ExtraTrees,0.6591928251121076,"Age, Parch"
ExtraTrees,0.6547085201793722,"Age, Parch, Embarked"
ExtraTrees,0.6502242152466368,Parch
ExtraTrees,0.6502242152466368,"Age, SibSp, Embarked"
ExtraTrees,0.6457399103139013,"Age, SibSp"
ExtraTrees,0.6457399103139013,"Parch, Embarked"
ExtraTrees,0.6412556053811659,"Age, Embarked"
GradientBoosting,0.8565022421524664,"Pclass, Sex, Age, Parch, Fare"
GradientBoosting,0.8565022421524664,"Pclass, Sex, Age, Parch, Fare, Embarked"
GradientBoosting,0.852017937219731,"Pclass, Sex, Age, SibSp, Parch, Fare"
GradientBoosting,0.8475336322869955,"Pclass, Sex, Age, Fare"
GradientBoosting,0.8475336322869955,"Sex, Age, SibSp, Fare"
GradientBoosting,0.8475336322869955,"Pclass, Sex, Age, Fare, Embarked"
GradientBoosting,0.8475336322869955,"Sex, Age, SibSp, Parch, Fare"
GradientBoosting,0.8475336322869955,"Sex, Age, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.8430493273542601,"Pclass, Sex, Parch"
GradientBoosting,0.8430493273542601,"Pclass, Sex, Age, SibSp, Fare"
GradientBoosting,0.8385650224215246,"Sex, Age, Parch, Fare"
GradientBoosting,0.8385650224215246,"Sex, Age, Fare, Embarked"
GradientBoosting,0.8340807174887892,"Pclass, Sex, Fare"
GradientBoosting,0.8340807174887892,"Pclass, Sex, Age, SibSp, Parch"
GradientBoosting,0.8340807174887892,"Pclass, Sex, SibSp, Parch, Fare"
GradientBoosting,0.8340807174887892,"Sex, Age, SibSp, Parch, Embarked"
GradientBoosting,0.8340807174887892,"Sex, Age, Parch, Fare, Embarked"
GradientBoosting,0.8340807174887892,"Pclass, Sex, Age, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.8295964125560538,"Sex, Age, SibSp"
GradientBoosting,0.8295964125560538,"Pclass, Sex, Age, SibSp"
GradientBoosting,0.8295964125560538,"Sex, Age, SibSp, Parch"
GradientBoosting,0.8295964125560538,"Sex, SibSp, Parch, Fare"
GradientBoosting,0.8295964125560538,"Pclass, Sex, Age, Parch, Embarked"
GradientBoosting,0.8295964125560538,"Pclass, Sex, SibSp, Fare, Embarked"
GradientBoosting,0.8295964125560538,"Pclass, Sex, Parch, Fare, Embarked"
GradientBoosting,0.8295964125560538,"Sex, Age, SibSp, Fare, Embarked"
GradientBoosting,0.8295964125560538,"Pclass, Sex, Age, SibSp, Fare, Embarked"
GradientBoosting,0.8251121076233184,"Pclass, Sex, Embarked"
GradientBoosting,0.8251121076233184,"Pclass, Sex, Age, Parch"
GradientBoosting,0.8251121076233184,"Pclass, Sex, SibSp, Fare"
GradientBoosting,0.8251121076233184,"Pclass, Sex, Parch, Fare"
GradientBoosting,0.8251121076233184,"Pclass, Sex, Parch, Embarked"
GradientBoosting,0.8251121076233184,"Sex, Age, SibSp, Embarked"
GradientBoosting,0.8251121076233184,"Sex, SibSp, Fare, Embarked"
GradientBoosting,0.8251121076233184,"Pclass, Sex, Age, SibSp, Parch, Embarked"
GradientBoosting,0.820627802690583,"Sex, Age, Fare"
GradientBoosting,0.820627802690583,"Sex, SibSp, Parch"
GradientBoosting,0.820627802690583,"Sex, Fare, Embarked"
GradientBoosting,0.820627802690583,"Pclass, Sex, Age, Embarked"
GradientBoosting,0.820627802690583,"Pclass, Sex, Fare, Embarked"
GradientBoosting,0.820627802690583,"Pclass, Sex, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.8161434977578476,"Pclass, Sex, Age, SibSp, Embarked"
GradientBoosting,0.8161434977578476,"Sex, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.8116591928251121,"Sex, SibSp"
GradientBoosting,0.8116591928251121,"Sex, SibSp, Fare"
GradientBoosting,0.8116591928251121,"Sex, Parch, Embarked"
GradientBoosting,0.8116591928251121,"Sex, SibSp, Parch, Embarked"
GradientBoosting,0.8116591928251121,"Sex, Parch, Fare, Embarked"
GradientBoosting,0.8071748878923767,"Sex, Parch"
GradientBoosting,0.8071748878923767,"Pclass, Sex, Age"
GradientBoosting,0.8071748878923767,"Pclass, Sex, SibSp"
GradientBoosting,0.8026905829596412,Sex
GradientBoosting,0.8026905829596412,"Pclass, Sex"
GradientBoosting,0.8026905829596412,"Sex, Embarked"
GradientBoosting,0.8026905829596412,"Sex, Age, Parch"
GradientBoosting,0.8026905829596412,"Sex, SibSp, Embarked"
GradientBoosting,0.8026905829596412,"Pclass, Sex, SibSp, Parch"
GradientBoosting,0.7982062780269058,"Sex, Age"
GradientBoosting,0.7982062780269058,"Sex, Fare"
GradientBoosting,0.7982062780269058,"Pclass, Sex, SibSp, Embarked"
GradientBoosting,0.7937219730941704,"Sex, Parch, Fare"
GradientBoosting,0.7937219730941704,"Sex, Age, Parch, Embarked"
GradientBoosting,0.7937219730941704,"Pclass, Sex, SibSp, Parch, Embarked"
GradientBoosting,0.7847533632286996,"Sex, Age, Embarked"
GradientBoosting,0.7713004484304933,"Pclass, Age, Parch, Fare, Embarked"
GradientBoosting,0.7713004484304933,"Pclass, Age, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.7623318385650224,"Pclass, Parch"
GradientBoosting,0.757847533632287,Fare
GradientBoosting,0.757847533632287,"Pclass, Fare"
GradientBoosting,0.757847533632287,"Pclass, Parch, Fare"
GradientBoosting,0.757847533632287,"Pclass, Parch, Embarked"
GradientBoosting,0.757847533632287,"Pclass, Age, SibSp, Parch, Fare"
GradientBoosting,0.7533632286995515,"Pclass, Age, Parch"
GradientBoosting,0.7533632286995515,"Pclass, SibSp, Fare"
GradientBoosting,0.7533632286995515,"Pclass, Age, Parch, Fare"
GradientBoosting,0.7533632286995515,"Pclass, SibSp, Parch, Embarked"
GradientBoosting,0.7488789237668162,"Pclass, Age, Fare"
GradientBoosting,0.7488789237668162,"Pclass, Parch, Fare, Embarked"
GradientBoosting,0.7488789237668162,"Age, SibSp, Fare, Embarked"
GradientBoosting,0.7488789237668162,"Pclass, Age, SibSp, Parch, Embarked"
GradientBoosting,0.7488789237668162,"Pclass, Age, SibSp, Fare, Embarked"
GradientBoosting,0.7443946188340808,"Parch, Fare, Embarked"
GradientBoosting,0.7443946188340808,"Pclass, Age, SibSp, Parch"
GradientBoosting,0.7443946188340808,"Pclass, Age, SibSp, Fare"
GradientBoosting,0.7443946188340808,"Pclass, SibSp, Parch, Fare"
GradientBoosting,0.7443946188340808,"Pclass, SibSp, Fare, Embarked"
GradientBoosting,0.7443946188340808,"SibSp, Parch, Fare, Embarked"
GradientBoosting,0.7399103139013453,"Pclass, SibSp"
GradientBoosting,0.7399103139013453,"Fare, Embarked"
GradientBoosting,0.7399103139013453,"Pclass, SibSp, Parch"
GradientBoosting,0.7399103139013453,"Age, SibSp, Fare"
GradientBoosting,0.7399103139013453,"SibSp, Parch, Fare"
GradientBoosting,0.7399103139013453,"Pclass, Age, Parch, Embarked"
GradientBoosting,0.7399103139013453,"Pclass, Age, Fare, Embarked"
GradientBoosting,0.7399103139013453,"Age, SibSp, Parch, Fare"
GradientBoosting,0.7399103139013453,"Pclass, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.7354260089686099,"Pclass, Fare, Embarked"
GradientBoosting,0.7354260089686099,"SibSp, Fare, Embarked"
GradientBoosting,0.7309417040358744,"SibSp, Fare"
GradientBoosting,0.7309417040358744,"Pclass, Age, SibSp, Embarked"
GradientBoosting,0.726457399103139,"Pclass, SibSp, Embarked"
GradientBoosting,0.726457399103139,"Age, Fare, Embarked"
GradientBoosting,0.726457399103139,"Age, SibSp, Parch, Fare, Embarked"
GradientBoosting,0.7219730941704036,"Parch, Fare"
GradientBoosting,0.7174887892376681,"Pclass, Age"
GradientBoosting,0.7130044843049327,"Age, Fare"
GradientBoosting,0.7130044843049327,"Pclass, Age, SibSp"
GradientBoosting,0.7130044843049327,"Age, Parch, Fare"
GradientBoosting,0.7130044843049327,"Age, Parch, Fare, Embarked"
GradientBoosting,0.7040358744394619,"Pclass, Age, Embarked"
GradientBoosting,0.6995515695067265,"SibSp, Parch, Embarked"
GradientBoosting,0.695067264573991,"Age, SibSp, Parch, Embarked"
GradientBoosting,0.6771300448430493,Pclass
GradientBoosting,0.6771300448430493,"Pclass, Embarked"
GradientBoosting,0.672645739910314,"SibSp, Parch"
GradientBoosting,0.6681614349775785,Age
GradientBoosting,0.6681614349775785,"Age, Embarked"
GradientBoosting,0.6681614349775785,"SibSp, Embarked"
GradientBoosting,0.6681614349775785,"Age, SibSp, Parch"
GradientBoosting,0.6636771300448431,SibSp
GradientBoosting,0.6636771300448431,Embarked
GradientBoosting,0.6636771300448431,"Age, SibSp, Embarked"
GradientBoosting,0.6591928251121076,"Age, SibSp"
GradientBoosting,0.6547085201793722,Parch
GradientBoosting,0.6502242152466368,"Age, Parch, Embarked"
GradientBoosting,0.6457399103139013,"Parch, Embarked"
GradientBoosting,0.6322869955156951,"Age, Parch"
KNN,0.8565022421524664,"Pclass, Sex, Parch"
KNN,0.852017937219731,"Sex, Age, SibSp, Parch, Embarked"
KNN,0.8475336322869955,"Pclass, Sex, Parch, Fare"
KNN,0.8475336322869955,"Pclass, Sex, Age, SibSp, Parch"
KNN,0.8430493273542601,"Pclass, Sex, Fare"
KNN,0.8430493273542601,"Pclass, Sex, Age, Parch"
KNN,0.8430493273542601,"Pclass, Sex, Age, SibSp, Parch, Fare"
KNN,0.8430493273542601,"Pclass, Sex, Age, SibSp, Fare, Embarked"
KNN,0.8385650224215246,"Sex, Age, SibSp, Embarked"
KNN,0.8385650224215246,"Sex, SibSp, Parch, Fare"
KNN,0.8385650224215246,"Sex, Age, SibSp, Parch, Fare, Embarked"
KNN,0.8340807174887892,"Pclass, Sex, Age"
KNN,0.8340807174887892,"Sex, Parch, Fare"
KNN,0.8340807174887892,"Pclass, Sex, Age, SibSp"
KNN,0.8340807174887892,"Sex, Age, SibSp, Parch"
KNN,0.8340807174887892,"Pclass, Sex, Age, SibSp, Fare"
KNN,0.8295964125560538,"Pclass, Sex, Age, Parch, Fare"
KNN,0.8295964125560538,"Pclass, Sex, Age, SibSp, Parch, Fare, Embarked"
KNN,0.8251121076233184,"Pclass, Sex, Embarked"
KNN,0.8251121076233184,"Pclass, Sex, Age, Parch, Embarked"
KNN,0.8251121076233184,"Pclass, Sex, Age, SibSp, Parch, Embarked"
KNN,0.820627802690583,"Pclass, Sex, Age, Fare"
KNN,0.820627802690583,"Pclass, Sex, SibSp, Embarked"
KNN,0.820627802690583,"Pclass, Sex, Age, SibSp, Embarked"
KNN,0.820627802690583,"Pclass, Sex, SibSp, Parch, Fare"
KNN,0.820627802690583,"Sex, Age, SibSp, Fare, Embarked"
KNN,0.8161434977578476,"Sex, Age, SibSp"
KNN,0.8161434977578476,"Sex, Age, Parch"
KNN,0.8161434977578476,"Pclass, Sex, Age, Embarked"
KNN,0.8161434977578476,"Pclass, Sex, Fare, Embarked"
KNN,0.8161434977578476,"Sex, Age, SibSp, Fare"
KNN,0.8161434977578476,"Sex, Age, Parch, Embarked"
KNN,0.8161434977578476,"Pclass, Sex, Age, Fare, Embarked"
KNN,0.8161434977578476,"Pclass, Sex, SibSp, Parch, Embarked"
KNN,0.8161434977578476,"Pclass, Sex, Parch, Fare, Embarked"
KNN,0.8161434977578476,"Sex, Age, SibSp, Parch, Fare"
KNN,0.8116591928251121,"Sex, SibSp, Embarked"
KNN,0.8116591928251121,"Pclass, Sex, SibSp, Parch"
KNN,0.8071748878923767,"Sex, SibSp"
KNN,0.8071748878923767,"Sex, Fare"
KNN,0.8071748878923767,"Pclass, Sex, SibSp"
KNN,0.8071748878923767,"Sex, SibSp, Parch"
KNN,0.8071748878923767,"Sex, SibSp, Fare, Embarked"
KNN,0.8071748878923767,"Sex, SibSp, Parch, Fare, Embarked"
KNN,0.8071748878923767,"Pclass, Sex, Age, Parch, Fare, Embarked"
KNN,0.8071748878923767,"Pclass, Sex, SibSp, Parch, Fare, Embarked"
KNN,0.8026905829596412,Sex
KNN,0.8026905829596412,"Pclass, Sex"
KNN,0.8026905829596412,"Sex, Embarked"
KNN,0.8026905829596412,"Sex, SibSp, Fare"
KNN,0.8026905829596412,"Pclass, Sex, SibSp, Fare"
KNN,0.8026905829596412,"Sex, SibSp, Parch, Embarked"
KNN,0.8026905829596412,"Pclass, Sex, SibSp, Fare, Embarked"
KNN,0.7982062780269058,"Sex, Age, Embarked"
KNN,0.7982062780269058,"Sex, Age, Parch, Fare"
KNN,0.7937219730941704,"Pclass, Sex, Parch, Embarked"
KNN,0.7892376681614349,"Sex, Age, Fare, Embarked"
KNN,0.7892376681614349,"Sex, Parch, Fare, Embarked"
KNN,0.7892376681614349,"Sex, Age, Parch, Fare, Embarked"
KNN,0.7847533632286996,"Sex, Age"
KNN,0.7847533632286996,"Sex, Parch"
KNN,0.7847533632286996,"Sex, Fare, Embarked"
KNN,0.7802690582959642,"Sex, Parch, Embarked"
KNN,0.7757847533632287,"Sex, Age, Fare"
KNN,0.7533632286995515,"Pclass, Age, Parch, Fare"
KNN,0.7533632286995515,"Age, SibSp, Parch, Fare"
KNN,0.7533632286995515,"Pclass, Age, SibSp, Parch, Embarked"
KNN,0.7443946188340808,"Pclass, SibSp"
KNN,0.7399103139013453,"Age, SibSp, Fare, Embarked"
KNN,0.7354260089686099,"Age, SibSp, Parch, Fare, Embarked"
KNN,0.7309417040358744,"Pclass, Age"
KNN,0.7309417040358744,"Pclass, Age, Fare"
KNN,0.7309417040358744,"Age, SibSp, Fare"
KNN,0.7309417040358744,"Pclass, Age, Fare, Embarked"
KNN,0.726457399103139,"Age, Fare"
KNN,0.726457399103139,"Pclass, Age, SibSp, Embarked"
KNN,0.726457399103139,"Pclass, SibSp, Parch, Embarked"
KNN,0.726457399103139,"Pclass, Age, SibSp, Fare, Embarked"
KNN,0.726457399103139,"Pclass, Age, Parch, Fare, Embarked"
KNN,0.726457399103139,"Pclass, Age, SibSp, Parch, Fare, Embarked"
KNN,0.7219730941704036,"Pclass, Age, SibSp, Fare"
KNN,0.7174887892376681,"Age, Parch, Fare, Embarked"
KNN,0.7130044843049327,"Pclass, Age, Embarked"
KNN,0.7130044843049327,"Pclass, Age, SibSp, Parch"
KNN,0.7130044843049327,"Pclass, Age, Parch, Embarked"
KNN,0.7130044843049327,"Pclass, Parch, Fare, Embarked"
KNN,0.7130044843049327,"Pclass, Age, SibSp, Parch, Fare"
KNN,0.7085201793721974,"Pclass, Parch, Fare"
KNN,0.7085201793721974,"Age, Parch, Fare"
KNN,0.7085201793721974,"Age, Fare, Embarked"
KNN,0.7040358744394619,"Pclass, Fare"
KNN,0.7040358744394619,"Pclass, Age, SibSp"
KNN,0.7040358744394619,"Pclass, Age, Parch"
KNN,0.7040358744394619,"Pclass, SibSp, Parch"
KNN,0.7040358744394619,"Pclass, SibSp, Parch, Fare, Embarked"
KNN,0.6995515695067265,"Pclass, SibSp, Parch, Fare"
KNN,0.695067264573991,"Fare, Embarked"
KNN,0.695067264573991,"Pclass, Fare, Embarked"
KNN,0.6905829596412556,Parch
KNN,0.6905829596412556,"Parch, Fare, Embarked"
KNN,0.6860986547085202,"SibSp, Parch, Fare"
KNN,0.6771300448430493,Pclass
KNN,0.6771300448430493,Fare
KNN,0.6771300448430493,"SibSp, Parch"
KNN,0.6771300448430493,"SibSp, Parch, Embarked"
KNN,0.6771300448430493,"SibSp, Parch, Fare, Embarked"
KNN,0.672645739910314,Embarked
KNN,0.6681614349775785,"Pclass, SibSp, Fare, Embarked"
KNN,0.6636771300448431,"Age, SibSp, Parch, Embarked"
KNN,0.6591928251121076,"Pclass, SibSp, Embarked"
KNN,0.6591928251121076,"Pclass, Parch, Embarked"
KNN,0.6502242152466368,"Parch, Embarked"
KNN,0.6502242152466368,"Age, SibSp, Embarked"
KNN,0.6502242152466368,"SibSp, Fare, Embarked"
KNN,0.6457399103139013,SibSp
KNN,0.6457399103139013,"Age, SibSp"
KNN,0.6457399103139013,"Pclass, SibSp, Fare"
KNN,0.6457399103139013,"Age, SibSp, Parch"
KNN,0.6412556053811659,"Parch, Fare"
KNN,0.6367713004484304,"SibSp, Embarked"
KNN,0.6322869955156951,"Pclass, Parch"
KNN,0.6233183856502242,"SibSp, Fare"
KNN,0.6098654708520179,"Age, Embarked"
KNN,0.600896860986547,Age
KNN,0.5964125560538116,"Pclass, Embarked"
KNN,0.5874439461883408,"Age, Parch, Embarked"
KNN,0.547085201793722,"Age, Parch"
LightGBM,0.874439461883408,"Pclass, Sex, Age, Parch, Fare"
LightGBM,0.8654708520179372,"Pclass, Sex, Age, Fare"
LightGBM,0.8654708520179372,"Pclass, Sex, Age, Parch, Fare, Embarked"
LightGBM,0.8565022421524664,"Sex, Age, SibSp, Fare"
LightGBM,0.8565022421524664,"Pclass, Sex, Age, SibSp, Parch, Fare"
LightGBM,0.852017937219731,"Pclass, Sex, Age, Fare, Embarked"
LightGBM,0.8475336322869955,"Pclass, Sex, Age, SibSp, Fare"
LightGBM,0.8475336322869955,"Sex, Age, SibSp, Parch, Fare"
LightGBM,0.8475336322869955,"Pclass, Sex, Age, SibSp, Fare, Embarked"
LightGBM,0.8430493273542601,"Pclass, Sex, Parch"
LightGBM,0.8430493273542601,"Pclass, Sex, Fare, Embarked"
LightGBM,0.8430493273542601,"Sex, Age, SibSp, Fare, Embarked"
LightGBM,0.8430493273542601,"Sex, Age, SibSp, Parch, Fare, Embarked"
LightGBM,0.8385650224215246,"Pclass, Sex, Fare"
LightGBM,0.8385650224215246,"Sex, Fare, Embarked"
LightGBM,0.8385650224215246,"Pclass, Sex, Parch, Fare"
LightGBM,0.8385650224215246,"Pclass, Sex, SibSp, Parch, Fare"
LightGBM,0.8385650224215246,"Sex, SibSp, Parch, Fare, Embarked"
LightGBM,0.8340807174887892,"Pclass, Sex, Parch, Embarked"
LightGBM,0.8340807174887892,"Sex, Age, Parch, Fare"
LightGBM,0.8340807174887892,"Sex, SibSp, Fare, Embarked"
LightGBM,0.8295964125560538,"Sex, Age, Fare"
LightGBM,0.8295964125560538,"Pclass, Sex, Age, Parch"
LightGBM,0.8295964125560538,"Pclass, Sex, SibSp, Fare"
LightGBM,0.8295964125560538,"Sex, SibSp, Parch, Fare"
LightGBM,0.8295964125560538,"Pclass, Sex, SibSp, Parch, Fare, Embarked"
LightGBM,0.8295964125560538,"Pclass, Sex, Age, SibSp, Parch, Fare, Embarked"
LightGBM,0.8251121076233184,"Sex, Fare"
LightGBM,0.8251121076233184,"Pclass, Sex, Age"
LightGBM,0.8251121076233184,"Pclass, Sex, Embarked"
LightGBM,0.8251121076233184,"Sex, SibSp, Fare"
LightGBM,0.8251121076233184,"Sex, Parch, Fare, Embarked"
LightGBM,0.8251121076233184,"Pclass, Sex, Age, Parch, Embarked"
LightGBM,0.8251121076233184,"Pclass, Sex, Parch, Fare, Embarked"
LightGBM,0.820627802690583,"Sex, Parch, Fare"
LightGBM,0.820627802690583,"Sex, Age, Fare, Embarked"
LightGBM,0.820627802690583,"Pclass, Sex, SibSp, Fare, Embarked"
LightGBM,0.820627802690583,"Sex, Age, SibSp, Parch, Embarked"
LightGBM,0.820627802690583,"Sex, Age, Parch, Fare, Embarked"
LightGBM,0.8161434977578476,"Sex, SibSp, Parch"
LightGBM,0.8161434977578476,"Sex, Age, SibSp, Parch"
LightGBM,0.8161434977578476,"Sex, SibSp, Parch, Embarked"
LightGBM,0.8161434977578476,"Pclass, Sex, Age, SibSp, Embarked"
LightGBM,0.8116591928251121,"Sex, SibSp"
LightGBM,0.8116591928251121,"Sex, Age, SibSp"
LightGBM,0.8116591928251121,"Pclass, Sex, Age, Embarked"
LightGBM,0.8071748878923767,"Sex, Parch"
LightGBM,0.8071748878923767,"Pclass, Sex, SibSp"
LightGBM,0.8071748878923767,"Sex, Parch, Embarked"
LightGBM,0.8071748878923767,"Sex, Age, SibSp, Embarked"
LightGBM,0.8071748878923767,"Pclass, Sex, Age, SibSp, Parch"
LightGBM,0.8026905829596412,Sex
LightGBM,0.8026905829596412,"Pclass, Sex"
LightGBM,0.8026905829596412,"Sex, Embarked"
LightGBM,0.8026905829596412,"Sex, SibSp, Embarked"
LightGBM,0.8026905829596412,"Pclass, Sex, Age, SibSp"
LightGBM,0.8026905829596412,"Pclass, Sex, SibSp, Parch, Embarked"
LightGBM,0.8026905829596412,"Pclass, Sex, Age, SibSp, Parch, Embarked"
LightGBM,0.7982062780269058,"Sex, Age"
LightGBM,0.7982062780269058,"Sex, Age, Parch"
LightGBM,0.7982062780269058,"Pclass, Sex, SibSp, Embarked"
LightGBM,0.7937219730941704,"Pclass, Sex, SibSp, Parch"
LightGBM,0.7892376681614349,"Sex, Age, Parch, Embarked"
LightGBM,0.7757847533632287,"Sex, Age, Embarked"
LightGBM,0.7713004484304933,"Pclass, Age, Parch, Fare, Embarked"
LightGBM,0.7623318385650224,"Pclass, Parch"
LightGBM,0.7623318385650224,"Pclass, Parch, Fare"
LightGBM,0.7623318385650224,"Pclass, Parch, Embarked"
LightGBM,0.757847533632287,"Pclass, Fare, Embarked"
LightGBM,0.757847533632287,"Pclass, Parch, Fare, Embarked"
LightGBM,0.757847533632287,"Pclass, Age, SibSp, Parch, Fare"
LightGBM,0.757847533632287,"Pclass, Age, SibSp, Parch, Fare, Embarked"
LightGBM,0.7533632286995515,"Pclass, SibSp, Fare, Embarked"
LightGBM,0.7533632286995515,"Pclass, Age, SibSp, Parch, Embarked"
LightGBM,0.7488789237668162,"Pclass, Fare"
LightGBM,0.7488789237668162,"Pclass, Age, SibSp, Fare"
LightGBM,0.7488789237668162,"Pclass, Age, Parch, Embarked"
LightGBM,0.7488789237668162,"Pclass, Age, Fare, Embarked"
LightGBM,0.7488789237668162,"Pclass, SibSp, Parch, Fare"
LightGBM,0.7488789237668162,"Age, SibSp, Fare, Embarked"
LightGBM,0.7488789237668162,"Age, SibSp, Parch, Fare, Embarked"
LightGBM,0.7443946188340808,"Parch, Fare, Embarked"
LightGBM,0.7443946188340808,"Pclass, Age, Parch, Fare"
LightGBM,0.7443946188340808,"Pclass, SibSp, Parch, Embarked"
LightGBM,0.7399103139013453,"Pclass, SibSp"
